,Unnamed: 1,Age,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PTS/G
7,Chris Duarte,25,17.8,2.4,7.1,0.333,1.1,3.6,0.29,1.3,3.4,0.9,1.1,0.789,2.2,1.3,0.2,0.2,0.8,6.6
8,T.J. McConnell,30,17.3,2.4,5.2,0.459,0.2,0.6,0.3,2.2,4.7,0.7,0.7,0.885,2.3,4.3,1.0,0.1,1.5,5.6
9,Oshae Brissett,24,15.7,1.8,4.3,0.423,0.9,2.4,0.367,0.9,1.9,1.5,2.2,0.681,3.1,0.5,0.7,0.2,0.5,6.0
10,Isaiah Jackson,21,15.6,2.5,4.6,0.553,0.0,0.2,0.167,2.5,4.3,1.7,2.5,0.694,4.1,1.0,0.5,1.1,0.9,6.8
11,Trevelin Queen,25,10.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,0.5,1.5,0.0
12,Goga Bitadze,23,9.9,1.5,2.6,0.568,0.2,0.7,0.25,1.3,1.9,0.5,1.1,0.5,2.2,0.9,0.4,0.5,0.6,3.6
13,James Johnson,35,7.9,0.8,2.1,0.368,0.1,0.8,0.143,0.7,1.3,0.0,0.0,0.0,0.9,0.6,0.1,0.3,0.2,1.7
14,Terry Taylor,23,7.7,0.7,1.9,0.382,0.1,0.6,0.2,0.6,1.3,0.2,0.3,0.8,1.3,0.3,0.1,0.2,0.2,1.8
15,Kendall Brown,19,6.7,0.7,1.2,0.571,0.0,0.2,0.0,0.7,1.0,0.2,0.3,0.5,1.0,0.5,0.7,0.0,0.3,1.5
0,Paul George,32,34.6,8.3,18.3,0.457,3.1,8.1,0.389,5.2,10.2,4.6,5.2,0.887,6.1,5.3,1.6,0.4,3.6,24.4
1,Marcus Morris,33,29.9,4.9,11.1,0.443,2.1,5.5,0.389,2.8,5.6,1.4,1.8,0.8,5.1,1.8,0.7,0.5,1.0,13.4
2,Ivica Zubac,25,29.9,4.0,6.4,0.624,0.0,0.0,0.0,4.0,6.4,2.2,3.2,0.681,10.8,1.0,0.4,1.4,2.1,10.2
3,Kawhi Leonard,31,28.9,6.6,13.8,0.477,1.1,3.9,0.274,5.5,9.9,3.1,4.0,0.781,6.1,3.9,0.9,0.3,1.6,17.3
4,Reggie Jackson,32,28.7,4.5,10.6,0.426,1.6,4.4,0.358,2.9,6.2,1.5,1.6,0.915,2.6,3.8,0.7,0.1,2.1,12.1
5,Norman Powell,29,25.0,5.1,10.9,0.468,1.6,4.2,0.38,3.5,6.7,3.2,4.1,0.783,2.8,1.7,0.8,0.4,1.9,15.0
6,John Wall,32,22.1,4.1,9.8,0.414,1.0,3.3,0.303,3.1,6.5,2.4,3.5,0.679,2.6,5.2,0.8,0.3,2.4,11.5
7,Luke Kennard,26,22.0,3.1,6.2,0.503,2.0,4.1,0.482,1.1,2.1,0.6,0.7,0.944,2.5,1.2,0.6,0.1,0.9,8.8
8,Nicolas Batum,34,21.2,2.2,4.9,0.443,1.6,3.8,0.414,0.6,1.1,0.4,0.7,0.615,4.4,1.3,0.6,0.8,0.7,6.3
9,Terance Mann,26,20.8,3.1,5.8,0.527,0.7,2.0,0.351,2.4,3.8,1.0,1.3,0.745,3.7,1.8,0.6,0.3,1.0,7.9
10,Robert Covington,32,15.2,1.8,4.7,0.378,0.9,3.0,0.306,0.9,1.7,0.8,0.9,0.842,3.5,1.1,0.5,0.6,0.7,5.2
11,Amir Coffey,25,13.9,1.2,3.0,0.391,0.3,0.9,0.346,0.9,2.1,1.1,1.4,0.805,1.1,1.2,0.2,0.1,0.4,3.8
12,Moussa Diabaté,21,11.3,1.6,3.0,0.542,0.0,0.0,0.0,1.6,3.0,0.9,1.1,0.778,4.0,0.3,0.4,0.1,0.6,4.1
13,Brandon Boston Jr.,21,9.5,1.8,4.7,0.377,0.6,1.4,0.444,1.2,3.3,1.2,1.5,0.789,1.0,0.7,0.2,0.0,0.4,5.3
14,Jason Preston,23,8.8,1.2,3.2,0.375,0.4,1.6,0.25,0.8,1.6,0.0,0.4,0.0,1.0,1.6,0.0,0.0,0.8,2.8
15,Moses Brown,23,6.5,1.3,2.2,0.625,0.0,0.0,0.0,1.3,2.2,0.9,1.8,0.489,2.9,0.1,0.1,0.4,0.3,3.6
0,LeBron James,38,36.0,11.3,22.2,0.51,2.0,6.8,0.301,9.3,15.5,4.3,5.7,0.752,8.2,6.6,1.0,0.6,3.2,29.0
1,Anthony Davis,29,33.4,10.2,17.2,0.594,0.4,1.2,0.29,9.8,15.9,6.6,8.0,0.826,12.1,2.6,1.3,2.1,1.9,27.4
2,Lonnie Walker IV,24,29.8,5.3,11.7,0.455,2.1,5.4,0.384,3.3,6.3,2.0,2.3,0.875,2.3,1.4,0.8,0.3,1.0,14.7
3,Austin Reaves,24,28.8,3.5,6.9,0.498,1.3,3.5,0.372,2.2,3.5,2.6,2.9,0.891,3.0,2.2,0.6,0.4,1.3,10.8
4,Dennis Schröder,29,27.8,3.7,8.6,0.437,1.0,3.1,0.338,2.7,5.5,2.3,2.5,0.897,2.1,3.9,0.5,0.0,1.7,10.8
5,Russell Westbrook,34,27.6,5.3,13.1,0.404,1.1,3.9,0.273,4.2,9.2,2.6,3.9,0.679,6.2,7.6,0.9,0.5,3.5,14.3
6,Patrick Beverley,34,27.1,2.1,5.3,0.388,1.1,3.4,0.333,0.9,1.9,0.8,1.0,0.806,3.7,2.6,0.9,0.6,1.0,6.1
7,Troy Brown Jr.,23,22.6,2.5,5.7,0.438,1.1,3.1,0.362,1.4,2.6,0.6,0.6,1.0,3.9,0.7,0.7,0.1,0.8,6.7
8,Thomas Bryant,25,20.8,4.6,7.0,0.663,0.6,1.2,0.464,4.0,5.7,1.8,2.6,0.695,6.5,1.0,0.4,0.5,0.8,11.6
9,Wenyen Gabriel,25,14.3,2.3,3.7,0.606,0.2,0.6,0.375,2.0,3.1,1.0,1.3,0.73,3.9,0.5,0.4,0.5,0.7,5.7
10,Max Christie,19,12.6,1.0,2.8,0.358,0.7,1.8,0.412,0.3,1.0,0.3,0.3,0.833,2.3,0.5,0.2,0.1,0.3,3.0
11,Kendrick Nunn,27,11.4,2.0,5.5,0.365,0.8,2.7,0.308,1.2,2.8,0.4,0.4,0.923,1.1,0.9,0.2,0.0,0.9,5.2
12,Matt Ryan,25,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.3,0.4,0.8,1.2,0.3,0.2,0.0,0.3,3.9
13,Juan Toscano-Anderson,29,10.8,0.9,1.9,0.455,0.2,0.8,0.231,0.7,1.2,0.3,0.4,0.714,2.2,0.6,0.2,0.2,0.6,2.2
14,Damian Jones,27,9.3,1.1,2.0,0.556,0.0,0.2,0.0,1.1,1.8,0.8,1.1,0.75,2.9,0.2,0.2,0.6,0.4,3.1
15,Scotty Pippen Jr.,22,7.7,0.3,2.3,0.143,0.3,0.7,0.5,0.0,1.7,1.3,2.0,0.667,1.3,0.3,0.3,0.3,0.7,2.3
16,Cole Swider,23,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,Ja Morant,23,32.5,9.6,20.9,0.459,1.6,5.3,0.311,8.0,15.6,6.4,8.5,0.749,6.2,8.0,1.0,0.3,3.7,27.2
1,Desmond Bane,24,31.5,7.2,16.6,0.431,3.1,7.9,0.388,4.1,8.8,4.4,4.7,0.925,4.6,3.7,0.6,0.3,2.0,21.8
2,Dillon Brooks,27,30.8,6.4,15.7,0.41,2.2,6.4,0.348,4.2,9.3,2.2,2.8,0.791,3.4,2.8,0.8,0.2,1.8,17.2
3,Steven Adams,29,26.7,3.6,6.2,0.583,0.0,0.0,0.0,3.6,6.2,0.9,2.7,0.33,11.2,2.2,0.8,1.2,1.9,8.1
4,Jaren Jackson Jr.,23,25.8,5.6,11.4,0.491,1.5,4.3,0.349,4.1,7.1,3.2,4.1,0.768,6.1,0.9,1.1,3.2,1.6,15.9
5,John Konchar,26,25.7,2.9,6.2,0.46,1.3,3.5,0.367,1.6,2.7,0.5,0.6,0.857,5.5,1.6,1.1,0.3,0.6,7.5
6,Tyus Jones,26,23.5,3.8,8.6,0.445,1.5,3.9,0.396,2.3,4.8,1.0,1.3,0.75,2.3,4.7,0.8,0.1,1.0,10.2
7,Santi Aldama,22,23.3,3.4,7.2,0.475,1.3,3.5,0.379,2.1,3.6,1.5,2.0,0.716,5.2,1.3,0.7,0.9,0.6,9.6
8,Brandon Clarke,26,19.5,4.1,6.3,0.652,0.0,0.2,0.167,4.1,6.1,1.9,2.5,0.756,5.5,1.1,0.5,0.7,1.1,10.1
9,David Roddy,21,18.7,2.4,6.1,0.394,0.9,3.3,0.265,1.5,2.8,0.6,1.1,0.595,2.7,0.7,0.4,0.3,0.9,6.4
10,Ziaire Williams,21,17.1,2.0,5.4,0.37,0.4,2.7,0.148,1.6,2.7,0.2,0.2,1.0,3.1,1.4,0.5,0.2,1.3,4.6
11,Jake LaRavia,21,14.4,1.3,3.2,0.411,0.8,2.2,0.373,0.5,1.0,0.3,0.3,0.857,2.3,0.8,0.4,0.1,0.7,3.7
12,Kennedy Chandler,20,10.0,1.3,3.2,0.407,0.1,0.7,0.167,1.2,2.5,0.2,0.5,0.444,1.4,2.1,0.5,0.3,0.8,2.9
13,Xavier Tillman Sr.,24,9.5,1.7,2.7,0.642,0.2,0.4,0.429,1.6,2.3,0.3,0.8,0.375,2.2,0.4,0.4,0.4,0.4,3.9
14,Vince Williams Jr.,22,5.9,0.4,1.6,0.273,0.1,1.1,0.125,0.3,0.4,0.0,0.0,0.0,0.7,0.3,0.6,0.1,0.0,1.0
15,Kenneth Lofton Jr.,20,4.0,1.2,2.5,0.467,0.0,0.3,0.0,1.2,2.2,0.2,0.5,0.333,0.7,0.7,0.0,0.0,0.2,2.5
0,Tyler Herro,23,35.4,7.6,16.8,0.452,3.4,8.5,0.396,4.2,8.3,2.9,3.2,0.916,6.1,4.6,1.0,0.4,2.6,21.5
1,Kyle Lowry,36,35.3,4.2,10.5,0.405,2.3,6.6,0.353,1.9,3.9,2.7,3.2,0.856,4.5,5.8,1.1,0.5,2.2,13.5
2,Bam Adebayo,25,35.2,8.4,15.6,0.539,0.0,0.3,0.1,8.4,15.4,4.6,5.6,0.831,9.9,3.2,1.0,0.7,3.0,21.5
3,Jimmy Butler,33,34.8,7.2,13.8,0.521,0.7,2.0,0.327,6.5,11.7,6.3,7.6,0.82,6.5,5.8,2.1,0.3,1.7,21.3
4,Caleb Martin,27,31.7,4.0,8.7,0.462,1.5,3.8,0.387,2.5,4.9,1.0,1.3,0.786,4.8,1.9,1.1,0.4,1.2,10.5
5,Max Strus,26,30.4,4.7,11.5,0.407,2.7,8.0,0.341,2.0,3.6,0.9,1.1,0.829,3.5,1.9,0.8,0.2,0.9,13.1
6,Victor Oladipo,30,26.6,3.4,8.6,0.398,1.3,4.4,0.283,2.2,4.2,1.8,2.3,0.778,2.9,3.0,1.8,0.3,1.3,9.8
7,Gabe Vincent,26,24.1,3.1,8.0,0.393,1.4,4.6,0.297,1.8,3.3,0.9,1.0,0.84,2.0,2.7,0.8,0.1,1.3,8.5
8,Haywood Highsmith,26,19.4,1.8,4.4,0.404,0.7,2.1,0.333,1.1,2.3,0.2,0.6,0.375,3.6,0.8,0.9,0.3,0.8,4.5
9,Duncan Robinson,28,17.9,2.3,6.2,0.368,1.6,5.0,0.331,0.6,1.3,0.7,0.8,0.909,1.9,1.2,0.3,0.0,0.7,6.9
10,Orlando Robinson,22,15.3,2.4,4.4,0.542,0.0,0.5,0.0,2.4,3.9,1.0,1.3,0.786,4.1,1.1,0.5,0.5,0.5,5.7
11,Nikola Jović,19,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,1.2,1.3,0.947,2.1,0.7,0.5,0.1,0.7,5.5
12,Dru Smith,25,13.4,1.0,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.0,0.0,0.0,1.8,1.0,0.8,0.6,0.2,2.2
13,Dewayne Dedmon,33,12.2,2.4,4.7,0.508,0.4,1.4,0.306,2.0,3.3,1.2,1.6,0.714,3.7,0.6,0.2,0.5,0.7,6.3
14,Jamal Cain,23,10.5,1.7,3.1,0.548,0.1,0.6,0.167,1.6,2.5,0.5,0.9,0.556,2.2,0.5,0.5,0.0,0.2,4.0
15,Udonis Haslem,42,7.2,0.2,2.0,0.1,0.0,0.2,0.0,0.2,1.8,0.2,0.4,0.5,1.2,0.0,0.2,0.2,0.0,0.6
0,Giannis Antetokounmpo,28,33.7,11.5,21.5,0.533,0.8,3.0,0.253,10.7,18.5,8.4,13.0,0.645,11.8,5.2,0.9,0.9,3.8,32.1
1,Jrue Holiday,32,33.1,7.0,15.5,0.453,2.2,6.1,0.365,4.8,9.4,2.6,2.9,0.893,5.3,7.5,1.5,0.5,3.3,18.9
2,Brook Lopez,34,30.5,5.5,10.9,0.501,1.9,5.1,0.384,3.5,5.8,1.7,2.2,0.803,6.0,1.1,0.6,2.6,1.4,14.6
3,Grayson Allen,27,27.4,3.3,7.6,0.437,1.8,4.7,0.383,1.5,3.0,1.8,2.0,0.923,3.7,2.6,0.7,0.2,1.2,10.3
4,Bobby Portis,27,26.3,5.9,11.9,0.492,1.1,3.6,0.32,4.7,8.4,1.1,1.4,0.804,10.1,1.8,0.3,0.3,1.1,14.0
5,Jevon Carter,27,25.5,2.9,7.0,0.418,1.4,3.5,0.394,1.5,3.4,0.6,0.6,0.87,3.0,3.1,1.2,0.5,1.4,7.8
6,Khris Middleton,31,24.4,3.6,11.0,0.325,1.6,5.9,0.268,2.0,5.1,2.4,2.7,0.895,2.6,4.4,0.6,0.1,1.6,11.1
7,Pat Connaughton,30,20.8,2.4,7.0,0.343,1.6,5.2,0.298,0.9,1.8,0.6,0.9,0.647,3.6,0.9,0.6,0.2,0.6,6.9
8,George Hill,36,20.0,1.7,3.9,0.427,0.6,2.1,0.297,1.0,1.8,1.1,1.5,0.727,2.1,2.6,0.5,0.1,0.9,5.0
9,Joe Ingles,35,18.6,1.6,5.4,0.289,1.1,4.6,0.25,0.4,0.9,0.4,0.4,1.0,1.7,3.3,0.4,0.0,2.3,4.7
10,Jordan Nwora,24,16.2,2.0,5.4,0.372,1.0,2.7,0.365,1.0,2.6,1.1,1.3,0.857,3.0,0.9,0.3,0.1,0.9,6.1
11,Wesley Matthews,36,15.1,1.0,2.9,0.329,0.8,2.4,0.322,0.2,0.6,0.4,0.4,0.9,1.7,0.6,0.5,0.2,0.4,3.0
12,MarJon Beauchamp,22,15.0,2.2,5.6,0.403,1.1,3.3,0.337,1.1,2.2,0.6,0.9,0.696,2.6,0.5,0.5,0.1,1.0,6.2
13,Serge Ibaka,33,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.5,0.8,0.615,2.8,0.3,0.1,0.4,0.7,4.1
14,Sandro Mamukelashvili,23,8.4,0.8,2.4,0.316,0.3,1.3,0.25,0.4,1.1,0.4,0.8,0.583,2.3,0.8,0.1,0.2,0.3,2.3
15,A.J. Green,23,7.9,1.4,2.6,0.514,0.9,2.1,0.448,0.4,0.6,0.3,0.3,1.0,1.0,0.4,0.1,0.0,0.2,3.9
16,Thanasis Antetokounmpo,30,4.3,0.2,0.4,0.429,0.0,0.1,0.0,0.2,0.4,0.1,0.1,0.5,0.8,0.2,0.1,0.2,0.4,0.4
0,Anthony Edwards,21,36.9,8.6,18.7,0.463,2.6,7.2,0.364,6.0,11.5,4.1,5.6,0.744,6.3,4.4,1.8,0.5,3.2,24.0
1,Karl-Anthony Towns,27,33.8,7.3,14.4,0.505,1.8,5.6,0.325,5.5,8.9,4.4,5.0,0.885,8.2,5.3,0.8,0.7,3.1,20.8
2,D'Angelo Russell,26,32.9,6.1,13.4,0.458,2.3,6.5,0.349,3.9,6.9,2.4,2.9,0.842,3.2,6.5,1.1,0.5,2.8,17.0
3,Rudy Gobert,30,31.2,5.1,7.6,0.675,0.0,0.1,0.0,5.1,7.5,3.2,4.8,0.671,11.7,0.9,0.8,1.3,1.7,13.4
4,Jaden McDaniels,22,30.5,4.6,8.6,0.532,1.1,3.0,0.381,3.4,5.6,1.2,1.5,0.759,3.7,1.8,1.1,1.1,1.5,11.5
5,Kyle Anderson,29,24.9,2.8,5.8,0.472,0.5,1.3,0.417,2.2,4.5,1.8,2.3,0.81,4.2,3.5,1.1,0.7,1.4,7.9
6,Jaylen Nowell,23,20.4,4.6,10.7,0.432,1.2,4.0,0.294,3.4,6.7,1.2,1.5,0.786,2.9,2.1,0.7,0.1,0.9,11.6
7,Austin Rivers,30,20.1,1.8,4.0,0.451,0.9,2.4,0.394,0.9,1.7,0.9,1.0,0.889,1.6,1.4,0.5,0.0,0.6,5.4
8,Taurean Prince,28,19.6,2.8,5.7,0.495,1.2,3.0,0.389,1.7,2.7,1.1,1.2,0.864,2.5,1.2,0.3,0.2,1.2,7.9
9,Naz Reid,23,18.1,4.2,7.7,0.546,1.0,2.8,0.36,3.2,5.0,1.1,1.8,0.636,4.8,1.0,0.5,1.0,1.2,10.6
10,Jordan McLaughlin,26,15.9,1.6,3.7,0.424,0.4,1.9,0.235,1.1,1.8,0.5,0.5,1.0,1.7,3.6,0.8,0.1,0.8,4.1
11,Bryn Forbes,29,10.6,1.1,3.3,0.333,0.4,1.7,0.25,0.7,1.6,0.6,0.6,1.0,0.6,0.6,0.3,0.0,0.4,3.2
12,Matt Ryan,25,8.1,0.9,2.7,0.333,0.6,2.1,0.286,0.3,0.6,0.2,0.2,1.0,0.7,0.4,0.2,0.1,0.3,2.6
13,Luka Garza,24,6.6,1.6,2.9,0.538,0.0,0.7,0.0,1.6,2.2,1.3,1.4,0.923,1.9,0.4,0.0,0.1,0.3,4.4
14,Wendell Moore Jr.,21,6.0,0.8,1.8,0.464,0.1,0.8,0.167,0.7,1.0,0.3,0.3,0.8,0.8,0.5,0.3,0.2,0.4,2.0
15,Nathan Knight,25,5.8,0.9,1.4,0.68,0.1,0.3,0.4,0.8,1.1,0.8,1.2,0.667,1.3,0.3,0.2,0.1,0.5,2.8
16,Josh Minott,20,2.5,0.5,0.8,0.6,0.0,0.2,0.0,0.5,0.7,0.7,0.7,1.0,0.5,0.3,0.2,0.2,0.0,1.7
17,A.J. Lawson,22,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0,CJ McCollum,31,35.2,7.5,17.9,0.422,2.8,7.2,0.392,4.7,10.7,2.1,2.5,0.819,4.8,6.0,1.1,0.6,2.7,20.0
1,Zion Williamson,22,33.0,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,6.1,8.6,0.714,7.0,4.6,1.1,0.6,3.4,26.0
2,Brandon Ingram,25,32.1,7.3,15.4,0.472,1.9,4.0,0.467,5.4,11.4,4.4,5.1,0.868,5.1,4.7,0.9,0.7,2.8,20.8
3,Trey Murphy III,22,28.5,4.2,8.8,0.482,2.4,5.6,0.423,1.9,3.2,1.9,2.1,0.914,4.2,1.3,1.0,0.5,0.8,12.7
4,Herbert Jones,24,28.4,3.5,8.3,0.425,0.8,3.0,0.28,2.7,5.3,2.3,3.0,0.76,3.8,2.2,1.4,0.6,1.3,10.2
5,Jonas Valančiūnas,30,24.4,5.2,10.1,0.517,0.7,1.9,0.362,4.6,8.3,2.3,2.7,0.842,9.4,1.8,0.4,0.5,1.9,13.5
6,Naji Marshall,25,22.9,3.0,7.1,0.427,1.0,3.2,0.324,2.0,3.9,1.7,2.1,0.824,3.4,2.3,0.7,0.2,1.0,8.8
7,Larry Nance Jr.,30,22.8,3.7,5.8,0.641,0.3,0.9,0.4,3.3,4.9,0.8,1.1,0.727,5.6,1.8,1.0,0.8,0.9,8.6
8,Jose Alvarado,24,20.4,3.2,7.7,0.413,1.3,4.0,0.331,1.8,3.6,1.1,1.4,0.745,2.3,2.9,1.3,0.1,1.4,8.7
9,Dyson Daniels,19,19.0,1.7,3.7,0.462,0.6,1.5,0.39,1.1,2.3,0.5,0.9,0.625,3.3,2.1,0.8,0.3,0.8,4.5
10,Devonte' Graham,27,15.1,1.5,4.3,0.361,1.2,3.5,0.346,0.3,0.8,0.9,1.1,0.81,1.6,2.1,0.4,0.2,0.5,5.2
11,Jaxson Hayes,22,13.0,1.6,3.0,0.549,0.2,0.9,0.188,1.5,2.1,1.3,1.8,0.71,2.6,0.8,0.3,0.5,0.5,4.8
12,Kira Lewis Jr.,21,11.5,2.0,5.5,0.364,0.5,1.5,0.333,1.5,4.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,5.5
13,Willy Hernangómez,28,11.4,2.1,4.3,0.494,0.1,0.3,0.167,2.1,3.9,2.3,2.8,0.811,4.3,0.8,0.3,0.3,1.2,6.5
14,Garrett Temple,36,8.1,0.8,2.2,0.385,0.5,1.3,0.375,0.3,0.8,0.3,0.3,0.75,0.8,0.4,0.7,0.1,0.3,2.4
15,Dereon Seabron,22,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Julius Randle,28,34.9,8.1,17.2,0.467,2.7,7.6,0.348,5.4,9.6,5.4,7.1,0.762,9.9,3.8,0.7,0.3,2.5,24.2
1,RJ Barrett,22,34.1,6.9,16.1,0.427,1.8,5.3,0.332,5.1,10.8,4.2,5.5,0.762,5.5,3.0,0.5,0.2,2.4,19.7
2,Jalen Brunson,26,32.7,7.3,15.9,0.459,1.5,4.1,0.372,5.7,11.7,4.2,4.9,0.85,3.2,6.5,1.0,0.1,2.0,20.3
3,Quentin Grimes,22,28.0,3.6,7.7,0.462,1.8,5.0,0.366,1.7,2.7,1.1,1.4,0.795,3.3,2.1,0.7,0.5,1.2,10.1
4,Mitchell Robinson,24,26.3,3.3,4.6,0.717,0.0,0.0,0.0,3.3,4.6,1.1,2.0,0.542,8.9,1.0,0.8,1.8,0.5,7.7
5,Immanuel Quickley,23,25.8,4.1,10.1,0.406,1.6,4.8,0.337,2.4,5.2,2.0,2.4,0.844,4.0,3.4,1.0,0.1,1.3,11.8
6,Cam Reddish,23,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4.0,1.5,1.7,0.879,1.6,1.0,0.8,0.4,0.8,8.4
7,Evan Fournier,30,19.4,2.4,6.9,0.355,1.4,4.4,0.329,1.0,2.5,0.8,0.9,0.867,2.2,1.5,0.7,0.2,1.1,7.1
8,Isaiah Hartenstein,24,19.4,2.3,4.5,0.512,0.2,0.8,0.258,2.1,3.7,0.6,0.9,0.727,6.4,0.8,0.6,0.7,0.8,5.4
9,Obi Toppin,24,17.1,2.9,6.8,0.421,1.4,3.9,0.351,1.5,3.0,0.6,0.7,0.824,3.8,1.0,0.4,0.2,0.8,7.7
10,Miles McBride,22,14.3,1.4,4.0,0.35,0.6,2.5,0.242,0.8,1.4,0.5,0.7,0.684,0.8,1.3,0.7,0.0,0.5,3.9
11,Derrick Rose,34,12.9,2.3,6.0,0.394,0.7,2.3,0.317,1.6,3.7,0.4,0.5,0.917,1.5,1.8,0.3,0.2,0.8,5.8
12,Jericho Sims,24,12.3,1.7,2.1,0.797,0.0,0.0,0.0,1.7,2.1,0.3,0.3,0.8,4.2,0.3,0.2,0.6,0.4,3.7
13,Svi Mykhailiuk,25,3.3,0.5,1.0,0.5,0.5,0.8,0.6,0.0,0.2,0.3,0.4,0.6,0.6,0.1,0.1,0.0,0.2,1.8
14,Ryan Arcidiacono,28,2.5,0.1,0.5,0.2,0.1,0.3,0.333,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.1,0.3
15,Trevor Keels,19,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,Shai Gilgeous-Alexander,24,35.7,10.3,20.6,0.499,1.0,2.9,0.354,9.3,17.7,9.2,10.1,0.913,4.8,5.8,1.7,1.0,3.3,30.8
1,Josh Giddey,20,30.8,6.4,13.7,0.467,1.0,3.0,0.326,5.4,10.7,1.2,1.5,0.771,8.2,5.4,0.7,0.5,3.2,14.9
2,Luguentz Dort,23,30.3,4.8,11.8,0.405,1.7,5.3,0.326,3.1,6.5,2.6,3.4,0.758,4.1,2.3,1.1,0.3,1.5,13.9
3,Jalen Williams,21,27.4,4.5,8.8,0.514,0.8,2.6,0.305,3.8,6.3,1.6,2.1,0.758,3.7,2.6,0.7,0.4,1.7,11.4
4,Aleksej Pokusevski,21,21.8,3.5,7.8,0.44,1.2,3.3,0.376,2.2,4.6,0.7,1.1,0.636,5.1,2.0,0.6,1.3,1.3,8.8
5,Kenrich Williams,28,21.4,3.0,5.6,0.525,0.7,2.0,0.364,2.3,3.7,0.4,0.8,0.455,4.4,1.5,0.6,0.3,0.4,7.0
6,Jeremiah Robinson-Earl,22,21.1,3.3,6.7,0.489,1.1,2.9,0.382,2.2,3.8,0.8,1.1,0.786,5.0,1.0,0.7,0.4,0.6,8.5
7,Tre Mann,21,20.2,3.4,9.0,0.378,1.4,4.8,0.295,2.0,4.2,0.5,0.8,0.708,2.5,1.6,0.7,0.1,1.0,8.7
8,Aaron Wiggins,24,18.9,2.3,5.0,0.47,0.7,1.8,0.375,1.7,3.2,1.0,1.3,0.794,3.7,1.4,0.6,0.1,0.9,6.3
9,Darius Bazley,22,16.5,2.1,4.8,0.44,0.5,1.4,0.382,1.6,3.4,0.9,1.8,0.488,3.6,0.9,0.5,1.1,0.7,5.7
10,Ousmane Dieng,19,15.7,1.8,4.2,0.424,0.7,2.4,0.294,1.1,1.8,0.1,0.3,0.25,2.9,1.4,0.4,0.3,0.5,4.4
11,Mike Muscala,31,13.6,1.9,4.5,0.427,1.1,3.1,0.363,0.8,1.4,0.8,1.0,0.808,3.1,0.9,0.2,0.5,0.3,5.8
12,Isaiah Joe,23,12.3,2.1,4.4,0.465,1.6,3.6,0.448,0.4,0.8,0.7,0.8,0.826,1.8,1.0,0.6,0.1,0.4,6.4
13,Lindy Waters III,25,11.8,1.2,3.4,0.351,1.1,3.2,0.343,0.1,0.2,0.2,0.3,0.667,1.5,0.7,0.4,0.1,0.3,3.6
14,Eugene Omoruyi,25,11.6,2.0,4.3,0.466,0.5,1.6,0.286,1.5,2.6,0.8,1.1,0.684,2.4,0.5,0.7,0.0,0.7,5.2
15,Jaylin Williams,20,11.4,0.9,2.8,0.32,0.1,0.9,0.125,0.8,1.9,0.6,0.9,0.625,3.3,1.0,0.3,0.1,0.6,2.4
0,Paolo Banchero,20,34.1,6.9,15.8,0.435,1.2,3.9,0.308,5.7,11.9,6.0,7.9,0.755,6.7,3.9,0.9,0.6,3.0,20.9
1,Franz Wagner,21,33.3,7.2,15.0,0.48,1.5,4.4,0.344,5.7,10.6,3.9,4.5,0.874,4.0,3.5,0.8,0.2,2.2,19.9
2,Wendell Carter Jr.,23,30.8,5.7,10.9,0.52,1.2,3.4,0.339,4.5,7.4,3.5,4.5,0.778,8.4,3.1,0.5,0.4,2.4,16.0
3,Jalen Suggs,21,28.9,4.6,11.1,0.419,1.4,4.9,0.294,3.2,6.2,1.6,2.5,0.657,3.3,5.4,1.6,0.6,3.4,12.4
4,Markelle Fultz,24,26.9,4.7,10.4,0.452,0.6,1.6,0.36,4.1,8.8,1.4,2.1,0.667,4.1,5.3,1.6,0.3,2.2,11.3
5,Cole Anthony,22,26.3,4.5,10.3,0.439,1.3,3.8,0.347,3.2,6.5,2.5,2.8,0.906,4.5,4.4,0.8,0.4,1.7,12.9
